airportName,country,airportCode
Kuito,Angola,SVP
Lobito,Angola,\N
Luanda,Angola,LAD
Malanje,Angola,MEG
Menongue,Angola,SPP
Negage,Angola,GXG
Porto Amboim,Angola,PBN
Saurimo,Angola,VHC
Soyo,Angola,SZA
Lubango,Angola,SDD
Luena,Angola,LUO
Uige,Angola,UGO
Xangongo,Angola,XGN
Oyem,Gabon,OYE
Okondja,Gabon,OKN
Lambarene,Gabon,LBQ
Bitam,Gabon,BMM
Port Gentil,Gabon,POG
Omboue Hospial,Gabon,OMB
Makokou,Gabon,MKU
Libreville,Gabon,LBV
Franceville,Gabon,MVB
Principe,Sao Tome and Principe,PCP
Sao Tome,Sao Tome and Principe,TMS
Beira,Mozambique,BEW
Inhambane,Mozambique,INH
Lichinga,Mozambique,VXC
Lumbo,Mozambique,LFB
Maputo,Mozambique,MPM
Mueda,Mozambique,MUD
Mocimboa Da Praia,Mozambique,MZB
Marrupa,Mozambique,\N
Nacala,Mozambique,MNC
Nampula,Mozambique,APL
Pemba,Mozambique,POL
Quelimane,Mozambique,UEL
Songo,Mozambique,\N
Tete,Mozambique,TET
Ulongwe,Mozambique,\N
Vilankulu,Mozambique,VNX
Alphonse,Seychelles,\N
Desroches,Seychelles,DES
Farquhar,Seychelles,\N
Mahe,Seychelles,SEZ
Praslin,Seychelles,PRI
Coetivy,Seychelles,\N
Abeche,Chad,AEH
Moundou,Chad,MQQ
N'djamena,Chad,NDJ
Faya-largeau,Chad,FYT
Bulawayo,Zimbabwe,BUQ
Harare,Zimbabwe,\N
Chiredzi,Zimbabwe,BFO
Victoria Falls,Zimbabwe,VFA
Harare,Zimbabwe,HRE
Kariba,Zimbabwe,KAB
Mutoko,Zimbabwe,\N
Mutare,Zimbabwe,UTA
Masvingo,Zimbabwe,MVZ
Zvishavane,Zimbabwe,\N
Gwert,Zimbabwe,GWE
Hwange National Park,Zimbabwe,HWN
Blantyre,Malawi,BLZ
Karonga,Malawi,KGJ
Kasungu,Malawi,KBQ
Lilongwe,Malawi,LLW
Mzuzu,Malawi,ZZU
Maseru,Lesotho,MSU
Maseru,Lesotho,\N
Kinshasa,Congo (Kinshasa),FIH
Kinshasa,Congo (Kinshasa),NLO
Muanda,Congo (Kinshasa),MNB
Kitona Base,Congo (Kinshasa),\N
Bandoundu,Congo (Kinshasa),FDU
Kikwit,Congo (Kinshasa),KKW
Mbandaka,Congo (Kinshasa),MDK
Gbadolite,Congo (Kinshasa),BDT
Gemena,Congo (Kinshasa),GMA
Kotakoli,Congo (Kinshasa),KLI
Lisala,Congo (Kinshasa),LIQ
Kisangani,Congo (Kinshasa),FKI
Isiro,Congo (Kinshasa),IRP
Bunia,Congo (Kinshasa),BUX
Buta Zega,Congo (Kinshasa),BZU
Bukavu/kavumu,Congo (Kinshasa),BKY
Goma,Congo (Kinshasa),GOM
Kindu,Congo (Kinshasa),KND
Lubumashi,Congo (Kinshasa),FBM
Kolwezi,Congo (Kinshasa),KWZ
Kalemie,Congo (Kinshasa),FMI
Kamina Base,Congo (Kinshasa),KMN
Kananga,Congo (Kinshasa),KGA
Mbuji-mayi,Congo (Kinshasa),MJM
Bamako,Mali,BKO
Gao,Mali,GAQ
Kayes,Mali,KYS
Mopti,Mali,MZI
Tombouctou,Mali,TOM
Tessalit,Mali,\N
Banjul,Gambia,BJL
Fuerteventura,Spain,FUE
Hierro,Spain,VDE
Santa Cruz De La Palma,Spain,SPC
Gran Canaria,Spain,LPA
Arrecife,Spain,ACE
Tenerife,Spain,TFS
Tenerife,Spain,TFN
Melilla,Spain,MLN
Freetown,Sierra Leone,FNA
Cufar,Guinea-Bissau,\N
Monrovia,Liberia,MLW
Monrovia,Liberia,ROB
Agadir,Morocco,AGA
Tan Tan,Morocco,TTA
Fes,Morocco,FEZ
Ifrane,Morocco,\N
Er-rachidia,Morocco,ERH
Meknes,Morocco,MEK
Oujda,Morocco,OUD
Ben Slimane,Morocco,GMD
Rabat,Morocco,RBA
Casablanca,Morocco,CMN
Marrakech,Morocco,RAK
Kentira,Morocco,NNA
Ouarzazate,Morocco,OZZ
Al Hociema,Morocco,AHU
Tetouan,Morocco,TTU
Tanger,Morocco,TNG
Ziguinchor,Senegal,ZIG
Cap Skiring,Senegal,CSK
Kaolack,Senegal,KLC
Dakar,Senegal,DKR
St. Louis,Senegal,XLS
Bakel,Senegal,BXE
Kedougou,Senegal,KGG
Tambacounda,Senegal,TUD
Aioun El Atrouss,Mauritania,AEO
Tidjikja,Mauritania,TIY
Kiffa,Mauritania,KFA
Nema,Mauritania,EMN
Kaedi,Mauritania,KED
Nouakschott,Mauritania,NKC
Selibabi,Mauritania,SEY
Atar,Mauritania,ATR
Nouadhibou,Mauritania,NDB
Bir Moghrein,Mauritania,\N
Fira,Guinea,FIG
Faranah,Guinea,FAA
Labe,Guinea,LEK
Amilcar Cabral,Cape Verde,SID
Boa Vista,Cape Verde,BVC
Maio,Cape Verde,MMO
Sao Nocolau Island,Cape Verde,SNE
Sao Vicente Island,Cape Verde,VXE
Addis Ababa,Ethiopia,ADD
Addis Ababa,Ethiopia,\N
Arba Minch,Ethiopia,AMH
Axum,Ethiopia,AXU
Bahar Dar,Ethiopia,BJR
Dire Dawa,Ethiopia,DIR
Gambella,Ethiopia,GMB
Gondar,Ethiopia,GDQ
Jimma,Ethiopia,JIM
Lalibella,Ethiopia,LLI
Makale,Ethiopia,MQX
Asosa,Ethiopia,ASO
Bujumbura,Burundi,BJM
Hargeisa,Somalia,HGA
Berbera,Somalia,BBO
Kismayu,Somalia,KMU
Alexandria,Egypt,ALY
Abu Simbel,Egypt,ABS
Cairo,Egypt,CAI
Cairo,Egypt,CWE
Hurghada,Egypt,HRG
El Gorah,Egypt,EGH
Luxor,Egypt,LXR
Mersa-matruh,Egypt,MUH
Port Said,Egypt,PSD
St. Catherine,Egypt,SKV
Aswan,Egypt,ASW
El-tor,Egypt,ELT
Eldoret,Kenya,EDL
Kakamega,Kenya,GGM
Kisumu,Kenya,KIS
Kitale,Kenya,KTL
Lodwar,Kenya,LOK
Lamu,Kenya,LAU
Mombasa,Kenya,MBA
Naivasha,Kenya,\N
Nairobi,Kenya,WIL
Nairobi,Kenya,\N
Wajir,Kenya,WJR
Buattifel,Libya,\N
Giallo,Libya,\N
Ghat,Libya,GHT
Kufra,Libya,AKF
Benghazi,Libya,BEN
Sebha,Libya,SEB
Tripoli,Libya,TIP
Marsa Brega,Libya,LMQ
Ras Lanouf V 40,Libya,\N
Hon,Libya,HUQ
Dahra,Libya,\N
Ghadames,Libya,LTD
Zella 74,Libya,\N
Gisenyi,Rwanda,GYI
Kigali,Rwanda,KGL
Kamembe,Rwanda,KME
Dongola,Sudan,DOG
Damazin,Sudan,RSS
El Fasher,Sudan,ELF
Kassala,Sudan,KSL
Kadugli,Sudan,KDX
El Obeid,Sudan,EBD
Juba,South Sudan,JUB
Malakal,Sudan,MAK
Khartoum,Sudan,KRT
Arusha,Tanzania,ARK
Dar Es Salaam,Tanzania,DAR
Dodoma,Tanzania,DOD
Iringa,Tanzania,IRI
Kilimanjaro,Tanzania,JRO
Lake Manyara,Tanzania,LKY
Mtwara,Tanzania,MYW
Mwanza,Tanzania,MWZ
Pemba,Tanzania,PMA
Tanga,Tanzania,TGT
Zanzibar,Tanzania,ZNZ
Entebbe,Uganda,EBB
Soroti,Uganda,SRT
Tirana,Albania,TIA
Bourgas,Bulgaria,BOJ
Gorna Orechovica,Bulgaria,GOZ
Plovdiv,Bulgaria,PDV
Sofia,Bulgaria,SOF
Stara Zagora,Bulgaria,SZR
Varna,Bulgaria,VAR
Larnaca,Cyprus,LCA
Paphos,Cyprus,PFO
Akrotiri,Cyprus,AKT
Dubrovnik,Croatia,DBV
Cepin,Croatia,\N
Osijek,Croatia,OSI
Pula,Croatia,PUY
Grobnik,Croatia,\N
Rijeka,Croatia,RJK
Split,Croatia,SPU
Varazdin,Croatia,\N
Zagreb,Croatia,ZAG
Zadar,Croatia,ZAD
Udbina,Croatia,\N
Albacete,Spain,ABC
Alicante,Spain,ALC
Almeria,Spain,LEI
Aviles,Spain,OVD
Cordoba,Spain,ODB
Bilbao,Spain,BIO
Barcelona,Spain,BCN
Badajoz,Spain,BJZ
La Coruna,Spain,LCG
Granada,Spain,\N
Gerona,Spain,GRO
Granada,Spain,GRX
Madrid,Spain,\N
Ibiza,Spain,IBZ
Jerez,Spain,XRY
Murcia,Spain,MJV
Madrid,Spain,MAD
Malaga,Spain,AGP
Menorca,Spain,MAH
Sevilla,Spain,OZP
Ocana,Spain,\N
Pamplona,Spain,PNA
Murcia,Spain,\N
Reus,Spain,REU
Rota,Spain,ROZ
Salamanca,Spain,SLM
Son Bonet,Spain,\N
San Luis,Spain,\N
San Sebastian,Spain,EAS
Santiago,Spain,SCQ
Seo De Urgel,Spain,LEU
Madrid,Spain,TOJ
Valencia,Spain,VLC
Valladolid,Spain,VLL
Vitoria,Spain,VIT
Vigo,Spain,VGO
Santander,Spain,SDR
Zaragoza,Spain,ZAZ
Sevilla,Spain,SVQ
Calais,France,CQF
Peronne,France,\N
Nangis,France,\N
Bagnole-de-l'orne,France,\N
Albert,France,BYF
Le Tourquet,France,LTQ
Valenciennes,France,XVS
Amiens,France,\N
Agen,France,AGF
Cazaux,France,\N
Bordeaux,France,BOD
Bergerac,France,EGC
Toulouse,France,\N
Cognac,France,CNG
Poitiers,France,PIS
Montlucon-gueret,France,MCU
Limoges,France,LIG
Mont-de-marsan,France,\N
Niort,France,NIT
Toulouse,France,TLS
Pau,France,PUF
La Rochelle,France,\N
Tarbes,France,LDE
Angouleme,France,ANG
Brive,France,BVE
Perigueux,France,PGX
Biarritz-bayonne,France,BIQ
Cahors,France,ZAO
St.-girons,France,\N
Arcachon,France,\N
Albi,France,LBI
Castres,France,DCM
Toulouse,France,\N
Millau,France,\N
Graulhet,France,\N
Rodez,France,RDZ
Ussel,France,\N
Villeneuve-sur-lot,France,\N
Royan,France,RYN
Mimizan,France,\N
Aire-sur-l'adour,France,\N
Montauban,France,XMW
Auch,France,\N
Libourne,France,\N
Pamiers,France,\N
Marmande,France,\N
Rochefort,France,RCO
Pontivy,France,\N
Aubigny-sur-nere,France,\N
Guiscriff-scaer,France,\N
Ancenis,France,\N
Brienne-le Chateau,France,\N
Colmar,France,CMR
Beaune,France,\N
Dole,France,DLE
Joigny,France,\N
Verdun,France,\N
Aubenas-vals-lanas,France,OBS
Le Puy,France,LPY
St.-flour,France,\N
Bourg,France,\N
Vilefrance,France,\N
Moulins,France,\N
St.-afrique-belmont,France,\N
Cassagnes-beghones,France,\N
Metz,France,ETZ
Bastia,France,BIA
Calvi,France,CLY
Figari,France,FSC
Ajaccio,France,AJA
Propriano,France,PRP
Solenzara,France,SOZ
Corte,France,\N
Auxerre,France,AUF
Chambery,France,CMF
Clermont-Ferrand,France,CFE
Bourges,France,BOU
Chambery,France,\N
Chalon,France,\N
Annemasse,France,QNJ
Lyon,France,LYS
Macon,France,\N
St.-yan,France,SYT
Roanne,France,RNE
Annecy,France,NCY
Grenoble,France,GNB
Montlucon,France,\N
Valence,France,VAF
Vichy,France,VHY
Aurillac,France,AUR
Chateauroux,France,CHR
Lyon,France,LYN
Aix-les-milles,France,\N
Le Luc,France,\N
Cannes,France,CEQ
St-Etienne,France,EBU
Istres,France,\N
Carcassonne,France,CCF
Marseille,France,MRS
Nice,France,NCE
Orange,France,XOG
Perpignan,France,PGF
Le Castellet,France,CTT
Ales,France,\N
Montpellier,France,MPL
Beziers,France,BZR
Avignon,France,AVN
Salon,France,\N
Lezignan-corbieres,France,\N
Mende,France,MEN
Carpentras,France,\N
Avord,France,\N
Beauvais,France,BVA
Chateaudun,France,\N
Saumur,France,\N
Evreux,France,EVX
Le Havre,France,LEH
Abbeville,France,XAB
Orleans,France,ORE
Chalons,France,XCR
Rouen,France,URO
Tours,France,TUF
Cholet,France,CET
Laval,France,LVA
Orleans,France,\N
Paris,France,LBG
Creil,France,CSF
Paris,France,CDG
Coulommiers,France,\N
Melun,France,\N
Toussous-le-noble,France,TNF
Paris,France,ORY
Pontoise,France,POX
Villacoublay,France,VIY
Reims,France,\N
Troyes,France,\N
Luneville,France,\N
Etain,France,\N
Autun,France,\N
Nevers,France,NVS
Cambrai,France,\N
Maubeuge,France,XME
Besancon-la-veze,France,\N
Phalsbourg,France,\N
Lille,France,LIL
Merville,France,HZB
Charleville,France,XCZ
Vesoul-frotey,France,\N
Brest,France,BES
Cherbourg,France,CER
Dinard,France,DNR
La Baule,France,LBY
Granville,France,GFR
Deauville,France,DOL
Lorient,France,LRT
La Roche-sur-yon,France,EDM
Landivisiau,France,LDV
Caen,France,CFR
Lanvedoc,France,\N
Le Mans,France,LME
Rennes,France,RNS
Lannion,France,LAI
Quimper,France,UIP
Nantes,France,NTE
St.-brieuc Armor,France,SBK
Morlaix,France,MXN
Vannes,France,VNE
St.-nazaire,France,SNR
Mulhouse,France,BSL
Colmar,France,\N
Dijon,France,DIJ
Metz,France,MZM
Epinal,France,EPL
Haguenau,France,\N
St.-dizier,France,\N
Montbeliard,France,\N
Nancy,France,ENC
Nancy,France,\N
Pontarlier,France,\N
Reims,France,RHE
Strasbourg,France,SXB
Luxeuil,France,\N
Cuers,France,\N
Hyeres,France,TLN
Nimes,France,FNI
Miquelon,Saint Pierre and Miquelon,MQC
St.-pierre,Saint Pierre and Miquelon,FSP
Amberieu,France,\N
Damblain,France,\N
Andravida,Greece,PYR
Agrinion,Greece,AGQ
Alexandroupolis,Greece,AXD
Alexandria,Greece,\N
Nea Anghialos,Greece,VOL
Elefsis,Greece,\N
Chios,Greece,JKH
Ioannina,Greece,IOA
Heraklion,Greece,HER
Kastoria,Greece,KSO
Kithira,Greece,KIT
Keffallinia,Greece,EFL
Kalamata,Greece,KLX
Kavala,Greece,\N
Kos,Greece,KGS
Karpathos,Greece,AOK
Kerkyra/corfu,Greece,CFU
Kasos,Greece,KSJ
Kavala,Greece,KVA
Kozani,Greece,KZI
Leros,Greece,LRS
Limnos,Greece,LXS
Larissa,Greece,LRA
Megara,Greece,\N
Mykonos,Greece,JMK
Mytilini,Greece,MJT
Preveza,Greece,PVK
Rhodos,Greece,\N
Rhodos,Greece,RHO
Patras,Greece,GPA
Chania,Greece,CHQ
Skiathos,Greece,JSI
Samos,Greece,SMI
Sparti,Greece,SPJ
Thira,Greece,JTR
Sitia,Greece,JSH
Stefanovikion,Greece,\N
Skiros,Greece,SKU
Tanagra,Greece,\N
Kasteli,Greece,\N
Tripolis,Greece,\N
Thessaloniki,Greece,SKG
Dekelia,Greece,\N
Zakynthos,Greece,ZTH
Budapest,Hungary,BUD
Debrecen,Hungary,DEB
Kecskemet,Hungary,\N
Nyirregyhaza,Hungary,\N
Ocseny,Hungary,\N
Azentkilyszabadja,Hungary,\N
Szolnok,Hungary,\N
Amendola,Italy,\N
Crotone,Italy,CRV
Bari,Italy,BRI
Foggia,Italy,FOG
Grottaglie,Italy,TAR
Lecce,Italy,LCC
Pescara,Italy,PSR
Brindisi,Italy,BDS
Gioia Del Colle,Italy,\N
Lamezia,Italy,SUF
Catania,Italy,CTA
Lampedusa,Italy,LMP
Pantelleria,Italy,PNL
Palermo,Italy,PMO
Palermo,Italy,\N
Reggio Calabria,Italy,REG
Trapani,Italy,TPS
Sigonella,Italy,NSY
Alghero,Italy,AHO
Decimomannu,Italy,DCI
Cagliari,Italy,CAG
Olbia,Italy,OLB
Tortoli,Italy,TTB
Turin,Italy,\N
Milano,Italy,\N
Milano,Italy,MXP
Bergamo,Italy,BGY
Torino,Italy,TRN
Albenga,Italy,ALL
Genoa,Italy,GOA
Milan,Italy,LIN
Cameri,Italy,\N
Parma,Italy,PMF
Piacenza,Italy,\N
Cuneo,Italy,CUF
Aviano,Italy,AVB
Bolzano,Italy,BZO
Cervia,Italy,\N
Bologna,Italy,BLQ
Treviso,Italy,TSF
Rivolto,Italy,\N
Forli,Italy,FRL
Ghedi,Italy,\N
Verona,Italy,\N
Brescia,Italy,VBS
Ronchi De Legionari,Italy,TRS
Rimini,Italy,RMI
Treviso,Italy,\N
Vicenza,Italy,VIC
Padova,Italy,QPA
Villafranca,Italy,VRN
Venice,Italy,VCE
Siena,Italy,SAY
Rome,Italy,CIA
Pratica Di Mare,Italy,\N
Rome,Italy,FCO
Guidonia,Italy,\N
Marina Di Campo,Italy,EBA
Latina,Italy,QLT
Grazzanise,Italy,\N
Naples,Italy,NAP
Pisa,Italy,PSA
Florence,Italy,FLR
Grosseto,Italy,GRS
Rome,Italy,\N
Viterbo,Italy,\N
Perugia,Italy,PEG
Cerklje,Slovenia,\N
Ljubljana,Slovenia,LJU
Maribor,Slovenia,MBX
Portoroz,Slovenia,POW
Slovenj Gradec,Slovenia,\N
Ceske Budejovice,Czech Republic,\N
Caslav,Czech Republic,\N
Hradec Kralove,Czech Republic,\N
Horovice,Czech Republic,\N
Praha,Czech Republic,\N
Kunovice,Czech Republic,UHE
Karlovy Vary,Czech Republic,KLV
Line,Czech Republic,\N
Mnichovo Hradiste,Czech Republic,\N
Ostrava,Czech Republic,OSR
Namest,Czech Republic,\N
Pardubice,Czech Republic,PED
Pribram,Czech Republic,\N
Prerov,Czech Republic,PRV
Prague,Czech Republic,PRG
Brno,Czech Republic,BRQ
Vodochody,Czech Republic,VOD
Tel-aviv,Israel,TLV
Beer-sheba,Israel,BEV
Tel-nof,Israel,\N
Eyn-shemer,Israel,\N
Elat,Israel,ETH
Eyn-yahav,Israel,EIY
Haifa,Israel,HFA
Haztor,Israel,\N
Rosh Pina,Israel,RPN
Megido Airstrip,Israel,\N
Metzada,Israel,MTZ
Nevatim,Israel,VTM
Ovda,Israel,VDA
Ramat David,Israel,\N
Ramon,Israel,MIP
Tel-aviv,Israel,SDV
Malta,Malta,MLA
Wiener Neustadt Ost,Austria,\N
Wels,Austria,\N
Graz,Austria,GRZ
Innsbruck,Austria,INN
Linz,Austria,LNZ
Salzburg,Austria,SZG
Vienna,Austria,VIE
Zeltweg,Austria,\N
Alverca,Portugal,AVR
Santa Maria (island),Portugal,SMA
Braganca,Portugal,BGC
Beja (madeira),Portugal,BYJ
Braga,Portugal,BGZ
Coimba,Portugal,\N
Cascais,Portugal,CAT
Covilha,Portugal,\N
Evora,Portugal,\N
Flores,Portugal,FLW
Faro,Portugal,FAO
Graciosa Island,Portugal,GRW
Horta,Portugal,HOR
Lajes (terceira Island),Portugal,TER
Monte Real,Portugal,QLR
Montijo,Portugal,\N
Ovar,Portugal,\N
Ponta Delgada,Portugal,PDL
Pico,Portugal,PIX
Portimao,Portugal,PRM
Porto,Portugal,OPO
Porto Santo,Portugal,PXO
Lisbon,Portugal,LIS
Sao Jorge Island,Portugal,SJZ
Sintra,Portugal,\N
Tancos,Portugal,\N
Vila Real,Portugal,VRL
Viseu,Portugal,VSE
Mostar,Bosnia and Herzegovina,OMO
Sarajevo,Bosnia and Herzegovina,SJJ
Arad,Romania,ARW
Bacau,Romania,BCM
Baia Mare,Romania,BAY
Bucharest,Romania,BBU
Constanta,Romania,CND
Cluj-napoca,Romania,CLJ
Caransebes,Romania,CSB
Craiova,Romania,CRA
Iasi,Romania,IAS
Oradea,Romania,OMR
Bucharest,Romania,OTP
Sibiu,Romania,SBZ
Satu Mare,Romania,SUJ
Suceava,Romania,SCV
Tulcea,Romania,TCE
Tirgu Mures,Romania,TGM
Timisoara,Romania,TSR
Les Eplatures,Switzerland,\N
Geneva,Switzerland,GVA
Saanen,Switzerland,\N
Sion,Switzerland,SIR
Alpnach,Switzerland,\N
Dubendorf,Switzerland,\N
Emmen,Switzerland,EML
Mollis,Switzerland,\N
Meiringen,Switzerland,\N
Payerne,Switzerland,\N
Lugano,Switzerland,LUG
Bern,Switzerland,BRN
Grenchen,Switzerland,ZHI
Zurich,Switzerland,ZRH
Altenrhein,Switzerland,ACH
Samedan,Switzerland,SMV
Ankara,Turkey,\N
Ankara,Turkey,ESB
Ankara,Turkey,ANK
Ankara,Turkey,\N
Adana,Turkey,ADA
Adana,Turkey,UAB
Afyon,Turkey,AFY
Antalya,Turkey,AYT
Gaziantep,Turkey,GZT
Iskenderun,Turkey,\N
Konya,Turkey,KYA
Malatya,Turkey,\N
Merzifon,Turkey,MZH
Sivas,Turkey,VAS
Malatya,Turkey,MLX
Kayseri,Turkey,ASR
Sivrihisar,Turkey,\N
Tokat,Turkey,TJK
Denizli,Turkey,DNZ
Istanbul,Turkey,ISL
Balikesir,Turkey,BZI
Bandirma,Turkey,BDM
Eskisehir,Turkey,ESK
Izmir,Turkey,ADB
Izmir,Turkey,\N
Izmir,Turkey,IGL
Isparta,Turkey,\N
Kutahya,Turkey,\N
Yalova,Turkey,\N
Topel,Turkey,KCO
Dalaman,Turkey,DLM
Akhisar,Turkey,\N
Bodrum,Turkey,BXN
Istanbul,Turkey,\N
Elazig,Turkey,EZS
Diyabakir,Turkey,DIY
Erzincan,Turkey,ERC
Erzurum,Turkey,ERZ
Trabzon,Turkey,TZX
Van,Turkey,VAN
Batman,Turkey,BAL
Siirt,Turkey,SXZ
Izmir,Turkey,\N
Izmir,Turkey,\N
Saltsy,Moldova,BZY
Chisinau,Moldova,KIV
Ohrid,Macedonia,OHD
Skopje,Macedonia,SKP
Gibraltar,Gibraltar,GIB
Belgrade,Serbia,BEG
Nis,Serbia,INI
Podgorica,Montenegro,TGD
Pristina,Serbia,PRN
Tivat,Montenegro,TIV
Vrsac,Serbia,\N
Bratislava,Slovakia,BTS
Kosice,Slovakia,KSC
Malacky,Slovakia,\N
Piestany,Slovakia,PZY
Sliac,Slovakia,SLD
Trencin,Slovakia,\N
Poprad,Slovakia,TAT
North Caicos,Turks and Caicos Islands,NCA
Providenciales,Turks and Caicos Islands,PLS
South Caicos,Turks and Caicos Islands,XSC
Samana,Dominican Republic,\N
Barahona,Dominican Republic,BRX
Cabo Rojo,Dominican Republic,CBJ
La Romana,Dominican Republic,LRM
Punta Cana,Dominican Republic,PUJ
Puerto Plata,Dominican Republic,POP
Santo Domingo,Dominican Republic,SDQ
San Isidoro,Dominican Republic,\N
Santiago,Dominican Republic,STI
Bananera,Guatemala,\N
Coban,Guatemala,CBV
Guatemala City,Guatemala,GUA
Retalhuleu,Guatemala,RER
San Jose,Guatemala,GSJ
La Ceiba,Honduras,LCE
San Pedro Sula,Honduras,SAP
Guanaja,Honduras,GJA
Roatan,Honduras,RTB
Tela,Honduras,TEA
Tegucigalpa,Honduras,TGU
Trujillo,Honduras,TJI
Ocho Rios,Jamaica,OCJ
Kingston,Jamaica,KIN
Montego Bay,Jamaica,MBJ
Port Antonio,Jamaica,POT
Kingston,Jamaica,KTP
Acapulco,Mexico,ACA
Monterrey,Mexico,NTR
Aguascalientes,Mexico,AGU
Huatulco,Mexico,HUX
Cuernavaca,Mexico,CVJ
Ciudad Acuna,Mexico,ACN
Ciudad Del Carmen,Mexico,CME
Nuevo Casas Grandes,Mexico,NCG
Chilpancingo,Mexico,\N
Culiacan,Mexico,CUL
Chetumal,Mexico,CTM
Ciudad Obregon,Mexico,CEN
Campeche,Mexico,CPE
Ciudad Juarez,Mexico,CJS
Chihuahua,Mexico,CUU
Ciudad Victoria,Mexico,CVM
Cozumel,Mexico,CZM
Durango,Mexico,DGO
Tepic,Mexico,TPQ
Ensenada,Mexico,ESE
Guadalajara,Mexico,GDL
Guaymas,Mexico,GYM
Tehuacan,Mexico,TCN
Hermosillo,Mexico,HMO
Colima,Mexico,CLQ
Isla Mujeres,Mexico,ISJ
Saltillo,Mexico,SLW
Iztepec,Mexico,IZT
Lazard Cardenas,Mexico,LZC
Los Mochis,Mexico,LMM
Del Bajio,Mexico,BJX
La Paz,Mexico,LAP
Loreto,Mexico,LTO
Matamoros,Mexico,MAM
Merida,Mexico,MID
Mexicali,Mexico,MXL
Morelia,Mexico,MLM
Minatitlan,Mexico,MTT
Monclova,Mexico,LOV
Mexico City,Mexico,MEX
Monterrey,Mexico,MTY
Mazatlan,Mexico,MZT
Nogales,Mexico,NOG
Nuevo Laredo,Mexico,NLD
Oaxaca,Mexico,OAX
Poza Rico,Mexico,PAZ
Puebla,Mexico,PBC
Pachuca,Mexico,\N
Punta Penasco,Mexico,PPE
Piedras Negras,Mexico,PDS
Uruapan,Mexico,UPN
Puerto Vallarta,Mexico,PVR
Puerto Escondido,Mexico,PXM
Queretaro,Mexico,QRO
Reynosa,Mexico,REX
San Jose Del Cabo,Mexico,SJD
San Filipe,Mexico,SFH
San Luis Potosi,Mexico,SLP
Tlaxcala,Mexico,\N
Tuxtla Gutierrez,Mexico,\N
Torreon,Mexico,TRC
Tuxtla Gutierrez,Mexico,TGZ
Tijuana,Mexico,TIJ
Tampico,Mexico,TAM
Tamuin,Mexico,TSL
Toluca,Mexico,TLC
Tapachula,Mexico,TAP
Cancun,Mexico,CUN
Villahermosa,Mexico,VSA
Vera Cruz,Mexico,VER
Zacatecas,Mexico,ZCL
Zihuatanejo,Mexico,ZIH
Zamora,Mexico,ZMM
Manzanillo,Mexico,ZLO
Zapopan,Mexico,\N
Bluefields,Nicaragua,BEF
Los Brasiles,Nicaragua,\N
Leon,Nicaragua,\N
Managua,Nicaragua,MGA
Puerto Cabezas,Nicaragua,PUZ
Bocas Del Toro,Panama,BOC
Changuinola,Panama,CHX
David,Panama,DAV
Howard,Panama,BLB
Panama,Panama,PAC
Santiago,Panama,SYP
Panama City,Panama,PTY
Buenos Aires,Costa Rica,BAI
Coto 47,Costa Rica,OTR
Chacarita,Costa Rica,JAP
El Carmen,Costa Rica,\N
Finca 10,Costa Rica,\N
Golfito,Costa Rica,GLF
Guapiles,Costa Rica,GPL
Liberia,Costa Rica,LIR
Los Chiles,Costa Rica,LSL
Limon,Costa Rica,LIO
Nosara Beach,Costa Rica,NOB
San Jose,Costa Rica,SJO
Pandora,Costa Rica,\N
Palmar Sur,Costa Rica,PMZ
Quepos,Costa Rica,XQP
Santa Clara,Costa Rica,\N
San Vito De Jaba,Costa Rica,TOO
San Salvador,El Salvador,SAL
San Salvador,El Salvador,\N
Cayes,Haiti,CYA
Cap Haitien,Haiti,CAP
Jacmel,Haiti,JAK
Port-au-prince,Haiti,PAP
Baracoa Playa,Cuba,BCA
Bayamo,Cuba,BYM
Ciego De Avila,Cuba,AVI
Cunagua,Cuba,CCC
Cienfuegos,Cuba,CFG
Cayo Largo del Sur,Cuba,CYO
Camaguey,Cuba,CMW
Santiago De Cuba,Cuba,SCU
Florida,Cuba,\N
Guantanamo,Cuba,NBW
Guantanamo,Cuba,GAO
Havana,Cuba,HAV
Holguin,Cuba,HOG
La Coloma,Cuba,LCL
Moa,Cuba,MOA
Manzanillo,Cuba,MZO
Nueva Gerona,Cuba,GER
Baracoa Playa,Cuba,UPB
Pinar Del Rio Norte,Cuba,QPD
San Antonio De Banos,Cuba,\N
Santa Clara,Cuba,SNU
Santa Lucia,Cuba,\N
Siguanea,Cuba,SZJ
Sancti Spiritus,Cuba,USS
Varadero,Cuba,VRA
Las Tunas,Cuba,VTU
Cayman Brac,Cayman Islands,CYB
Georgetown,Cayman Islands,GCM
Clarence Bain,Bahamas,MAY
Andros Town,Bahamas,ASD
Marsh Harbor,Bahamas,MHH
San Andros,Bahamas,SAQ
Spring Point,Bahamas,AXP
Sandy Point,Bahamas,\N
Treasure Cay,Bahamas,TCB
Chub Cay,Bahamas,CCZ
Bullocks Harbour,Bahamas,GHC
Alice Town,Bahamas,BIM
Great Exuma,Bahamas,GGT
George Town,Bahamas,\N
North Eleuthera,Bahamas,ELH
Governor's Harbor,Bahamas,GHB
Norman's Cay,Bahamas,NMC
Rock Sound,Bahamas,RSD
Staniel Cay,Bahamas,TYM
Freeport,Bahamas,FPO
Matthew Town,Bahamas,IGA
Dead Man's Cay,Bahamas,LGI
